Rank,Book Name,Simile,Tenor,Vehicle,Shared Property
49,The Prince,"castruccio castracani of lucca was one of those men who did great deeds, if he is measured by the times in which he lived and the city in which he was born; but, like many others, he was neither fortunate nor distinguished in his birth, as the course of this history will show.",Castruccio,others,
49,The Prince,"when told by a priest that it was wicked for him to live so sumptuously, castruccio said: “if that be a vice then you should not fare so splendidly at the feasts of our saints.” passing through a street he saw a young man as he came out of a house of ill fame blush at being seen by castruccio, and said to him: “thou shouldst not be ashamed when thou comest out, but when thou goest into such places.” a friend gave him a very curiously tied knot to undo and was told: “fool, do you think that i wish to untie a thing which gave so much trouble to fasten.” castruccio said to one who professed to be a philosopher: “you are like the dogs who always run after those who will give them the best to eat,” and was answered: “we are rather like the doctors who go to the houses of those who have the greatest need of them.” going by water from pisa to leghorn, castruccio was much disturbed by a dangerous storm that sprang up, and was reproached for cowardice by one of those with him, who said that he did not fear anything.",Castruccio,individuals,mentioned
49,The Prince,"castruccio praised greatly those men who intended to take a wife and then did not do so, saying that they were like men who said they would go to sea, and then refused when the time came.",men,men,
75,The Hound of the Baskervilles,"he was a very tall, thin man, with a long nose like a beak, which jutted out between two keen, grey eyes, set closely together and sparkling brightly from behind a pair of gold-rimmed glasses.",man,beak,
75,The Hound of the Baskervilles,"now, the poor lass upstairs was like to have her wits turned at the singing and shouting and terrible oaths which came up to her from below, for they say that the words used by hugo baskerville, when he was in wine, were such as might blast the man who said them.",lass,blast,words
75,The Hound of the Baskervilles,but anon their bemused wits awoke to the nature of the deed which was like to be done upon the moorlands.,wits,nature,
75,The Hound of the Baskervilles,"but it was not the sight of her body, nor yet was it that of the body of hugo baskerville lying near her, which raised the hair upon the heads of these three dare-devil roysterers, but it was that, standing over hugo, and plucking at his throat, there stood a foul thing, a great, black beast, shaped like a hound, yet larger than any hound that ever mortal eye has rested upon.",beast,hound,
75,The Hound of the Baskervilles,"a devil with merely local powers like a parish vestry would be too inconceivable a thing.” “you put the matter more flippantly, mr. holmes, than you would probably do if you were brought into personal contact with these things.",devil,vestry,
75,The Hound of the Baskervilles,"only a joke, as like as not.",joke,like,
75,The Hound of the Baskervilles,"holmes sat in silence in the cab as we drove back to baker street, and i knew from his drawn brows and keen face that his mind, like my own, was busy in endeavouring to frame some scheme into which all these strange and apparently disconnected episodes could be fitted.",holmes,mind,
75,The Hound of the Baskervilles,"then he paid up his two guineas, like a good one, and away he went into the station.",he,good,
75,The Hound of the Baskervilles,"he was dressed like a toff, and he had a black beard, cut square at the end, and a pale face.",he,toff,
75,The Hound of the Baskervilles,"over the green squares of the fields and the low curve of a wood there rose in the distance a grey, melancholy hill, with a strange jagged summit, dim and vague in the distance, like some fantastic landscape in a dream.",hill,landscape,
75,The Hound of the Baskervilles,"on the summit, hard and clear like an equestrian statue upon its pedestal, was a mounted soldier, dark and stern, his rifle poised ready over his forearm.",soldier,statue,
75,The Hound of the Baskervilles,"the farmers about here don’t like it, sir, and that’s a fact.” “well, i understand that they get five pounds if they can give information.” “yes, sir, but the chance of five pounds is but a poor thing compared to the chance of having your throat cut.",chance,pounds,
75,The Hound of the Baskervilles,"you see, it isn’t like any ordinary convict.",convict,ordinary,
75,The Hound of the Baskervilles,"somewhere there, on that desolate plain, was lurking this fiendish man, hiding in a burrow like a wild beast, his heart full of malignancy against the whole race which had cast him out.",man,beast,
75,The Hound of the Baskervilles,"baskerville shuddered as he looked up the long, dark drive to where the house glimmered like a ghost at the farther end.",Baskerville,House,
75,The Hound of the Baskervilles,"the light beat upon him where he stood, but long shadows trailed down the walls and hung like a black canopy above him.",him  ,shadows  ,
75,The Hound of the Baskervilles,"the dark panelling glowed like bronze in the golden rays, and it was hard to realise that this was indeed the chamber which had struck such a gloom into our souls upon the evening before.",panelling,bronze,
75,The Hound of the Baskervilles,"life has become like that great grimpen mire, with little green patches everywhere into which one may sink and with no guide to point the track.",life,mire,
75,The Hound of the Baskervilles,they would be helpless in the hands of a desperate fellow like this notting hill criminal if he could once effect an entrance.,they,helpless,
75,The Hound of the Baskervilles,"it is not to be wondered at, for time hangs heavily in this lonely spot to an active man like him, and she is a very fascinating and beautiful woman.",Time,coat,
75,The Hound of the Baskervilles,"in the middle of it rose two great stones, worn and sharpened at the upper end until they looked like the huge corroding fangs of some monstrous beast.",Stones,Fangs,
75,The Hound of the Baskervilles,"his face was flushed with anger and his brows were wrinkled, like one who is at his wit’s ends what to do.",face,one,
75,The Hound of the Baskervilles,"with that i offered in as many words to marry her, but before she could answer, down came this brother of hers, running at us with a face on him like a madman.",face,madman,
75,The Hound of the Baskervilles,"he was very sorry for all that had passed, and he recognized how foolish and how selfish it was that he should imagine that he could hold a beautiful woman like his sister to himself for her whole life.",man,woman,
75,The Hound of the Baskervilles,if she had to leave him he had rather it was to a neighbour like myself than to anyone else.,she,neighbour,
75,The Hound of the Baskervilles,"what were you doing at that window?” the fellow looked at us in a helpless way, and he wrung his hands together like one who is in the last extremity of doubt and misery.",fellow,one,
75,The Hound of the Baskervilles,"the light beneath him was reflected in his small, cunning eyes which peered fiercely to right and left through the darkness like a crafty and savage animal who has heard the steps of the hunters.",eyes,animal,
75,The Hound of the Baskervilles,"“you’ve been so kind to us, sir, that i should like to do the best i can for you in return.",'you','kindness',
75,The Hound of the Baskervilles,"his eyes looked malignantly at me, and his grey whiskers bristled like those of an angry cat.",eyes  ,whiskers,
75,The Hound of the Baskervilles,"in his tweed suit and cloth cap he looked like any other tourist upon the moor, and he had contrived, with that catlike love of personal cleanliness which was one of his characteristics, that his chin should be as smooth and his linen as perfect as if he were in baker street.",he,tourist,
75,The Hound of the Baskervilles,"and a new sound mingled with it, a deep, muttered rumble, musical and yet menacing, rising and falling like the low, constant murmur of the sea.",sound,rumble,
75,The Hound of the Baskervilles,i saw holmes put his hand to his forehead like a man distracted.,Holmes,man,
75,The Hound of the Baskervilles,"like most clever criminals, he may be too confident in his own cleverness and imagine that he has completely deceived us.” “why should we not arrest him at once?” “my dear watson, you were born to be a man of action.",criminals,man,
75,The Hound of the Baskervilles,“you look like a general who is planning a battle with his chief of the staff.” “that is the exact situation.,you  ,general,
75,The Hound of the Baskervilles,"it was drifting slowly in our direction and banked itself up like a wall on that side of us, low but thick and well defined.",wall,banked,
75,The Hound of the Baskervilles,"the moon shone on it, and it looked like a great shimmering ice-field, with the heads of the distant tors as rocks borne upon its surface.",it,ice,
75,The Hound of the Baskervilles,as we watched it the fog-wreaths came crawling round both corners of the house and rolled slowly into one dense bank on which the upper floor and the roof floated like a strange ship upon a shadowy sea.,roof,ship,
75,The Hound of the Baskervilles,"as he walked he glanced continually over either shoulder, like a man who is ill at ease.",man  ,ill,
75,The Hound of the Baskervilles,that is where he would fly.” the fog-bank lay like white wool against the window.,fog-bank,wool,
75,The Hound of the Baskervilles,"the man, like mrs. stapleton herself, spoke good english, but with a curious lisping accent.",man,stapleton,
61,The Romance of Lust-A classic Victorian erotic novel,"when all but her chemise was removed, she stopped to pick up her petticoats that she had allowed to fall to her feet, and in lifting them, raised also her chemise, and exposed to my view a most glorious bottom—dazzlingly white and shining like satin.",bottom,satin,
61,The Romance of Lust-A classic Victorian erotic novel,"then her silk stockings, always drawn up tight and fitting like a glove, set off to the greatest advantage the remarkable fine shape of her legs.",stockings,glove,
61,The Romance of Lust-A classic Victorian erotic novel,"mrs. b. complained of not being equal to the fatigue, and mamma told miss evelyn she would like her company, and as the two girls wanted new shoes, they could go also; i was to remain at home, and mamma desired me to be quiet and attentive to mrs. benson, who, observing no one, said to me, with a peculiar look: “i shall want you to hold my skeins, charlie, so don’t go out of the way, but be ready for me as soon as they are gone.” she then went up to her bedroom, where mr. b. immediately joined her, no doubt to re-enact the scene i had already witnessed from the closet on a previous day.",b,fatigue,
61,The Romance of Lust-A classic Victorian erotic novel,the day passed like an hour in her charming society.,day,hour,
61,The Romance of Lust-A classic Victorian erotic novel,"did you like it?” “oh, dearest madam, i have been in heaven—surely no joy can be greater than you have given me.” “but you do not know as yet everything that is to be done, and to how much greater an extent the pleasure may be enhanced by mutual efforts; move your instrument gently in and out—there, that is delicious, but not so fast.",pleasure,instrument,
61,The Romance of Lust-A classic Victorian erotic novel,"although i retained sufficient rigidity to keep him in his place, mrs. b. would not allow any further connection with her, and she made me withdraw, and bade me go to sleep like a good boy, and she would give me a further lesson in the morning.",I,rigidity,
61,The Romance of Lust-A classic Victorian erotic novel,"i was obliged to be satisfied with this, and my mistress informed me i could have no more enjoyment for four or five days; which, to my impatience, was like condemning me to as many ages of hope deferred.",impatience,condemning,
61,The Romance of Lust-A classic Victorian erotic novel,"i am glad, charlie, you winked to me, for now you know we can do as we like, and you can tell me all about this secret, and you must kiss my little fanny as you did before, it was so nice.",Fanny,Kiss,
61,The Romance of Lust-A classic Victorian erotic novel,"but i found out what our two things were made for, we will do as they did, so lie down on the couch whilst i kneel at the end, and begin in the way i kissed it the other morning.” “oh, charlie, if it is all like that, i shall be so pleased with it.” down she squatted, drawing up her chemise.",she,couch,
61,The Romance of Lust-A classic Victorian erotic novel,"so excited was i by her tears and screams, that i was no sooner there than a torrent of sperm burst from me, and i lay like a corpse on her body, but perfectly maintaining the ground i possessed.",I,torrent,
61,The Romance of Lust-A classic Victorian erotic novel,it seemed like a dream to me.,dream,like,
61,The Romance of Lust-A classic Victorian erotic novel,"there it stood up like a pillar, rather bending towards his belly: and what surprised me much was to see a dark strongly wrinkled bag at its roots, with apparently two large balls inside; the hair on its roots spread in dark mass up to his navel, and beautifully bright and curling it was.",pillar,hair,
61,The Romance of Lust-A classic Victorian erotic novel,"he entered like yours in his dressing-gown, but immediately put out the light and found his way into bed, as best he could.",he,yours,
61,The Romance of Lust-A classic Victorian erotic novel,"i was rapidly ready for a second bout, which, like the first, ended in extatic joys, beyond the power of description.",bout,joy,
61,The Romance of Lust-A classic Victorian erotic novel,"our embraces with tongues and lips were like the billing and cooing of doves, and very rapidly brought her again to a raging point of desire.",Embraces,cooing,
61,The Romance of Lust-A classic Victorian erotic novel,"“i put my arm round to feel the beautiful globes of your bottom, and found in grasping one that my finger was against a hole, all wet with our previous encounters, and pressing it, found that my finger slipped in; you gave it such a delicious pressure when in that the idea entered into my head that, as it resembled the delicious pressure your enchanting other orifice gives my shaft when embracing you, this orifice would like a similar movement to that which my shaft exercised in your quim.",Orifice,Hole,
61,The Romance of Lust-A classic Victorian erotic novel,"what is it, my dear charlie, everything you do is so nice, i know i shall like it—what is it?” “then you must know, dear eliza, that this little cunt of yours is made for the express purpose of having a prick put into it; only, as mine is so large, and you are still so small and so young, i was afraid it would give you too much pain to do it sooner; but now, i think, i may get it in, if i do it gently.” “oh, charlie, dear, put it in at once, i have often felt i should like it so; but, as you never attempted to do it, i thought it was a mere fancy of mine.",cunt,Key,insertion
61,The Romance of Lust-A classic Victorian erotic novel,"dear charlie; but do anything you like, and as quick as possible.” “well, then dear, it is this sweet little orifice in your bottom that i am going to introduce my prick into.",orifice,orifice,
61,The Romance of Lust-A classic Victorian erotic novel,"it may give you some little pain the first time, but by gentleness of movement, and halting from time to time when it hurts too much, we shall get him completely inserted, and then it will be an immense pleasure to both of us.” “dear, dear charlie, do as you like, your darling prick can only give me the greatest delight; i am dying to have him into me, i don’t care where, as long as i get the dear creature into me.",penis,inserting,Pleasure
61,The Romance of Lust-A classic Victorian erotic novel,"i am here, a stranger, like yourselves.",Stranger,Yourselves,
61,The Romance of Lust-A classic Victorian erotic novel,"his prick was one of the middlings, not very long, nor very thick, but of a uniform size throughout, without any large projection of the nut, like mine.",prick,middlings,
61,The Romance of Lust-A classic Victorian erotic novel,"i have described his cock as not very thick at the point, consequently the first part introduced itself very easily, but when the pillar pushed its way in, and began to stretch the parts, it produced a curious sickening feeling, very like as if i had received a kick on the bottom; so i was obliged to ask him to halt a little.",Cock,Pillar,
61,The Romance of Lust-A classic Victorian erotic novel,"i gasped, i shuddered with the agony of intense pleasure, and at the moment when the grand and rapturous finale approached, i actually brayed exactly like a donkey, which, in after cooler moments, amused all of us.",I,donkey,
61,The Romance of Lust-A classic Victorian erotic novel,"recovering our senses in long-drawn sighs, we again refreshed ourselves with wine and cake, and as our passions were not so quickly reawakened as those of our more excitable companions, we proceeded to gamahuche them, without their exercising a like skill upon our pricks.",passions,companions,
61,The Romance of Lust-A classic Victorian erotic novel,"i kissed the dear red buttocks that were all covered with weals and looked like raw beef, but no blood had been drawn.",buttocks,beef,
61,The Romance of Lust-A classic Victorian erotic novel,"“i am sure,” she said, “it was all the effect of the rod, i never felt anything like it before.” mary all this time had been but a spectator, and a pleased one to see the erotic fury of her sister and my powerful efforts to allay it.",Mary  ,Spectator,
61,The Romance of Lust-A classic Victorian erotic novel,"“why, charles, i thought you a mere boy, while you are quite a man with such a thing as this.” “oh!” i cried, “do continue to hold it, you give me such pleasure!” “has anyone else ever held it in this way?” “no, i never felt anything like it before.” “but don’t you know what this is meant to do?” “oh, yes, it is what i piddle from.” she laughed, and asked if it was often in its present state of stiffness.",Charles  ,Object  ,Stiffness
61,The Romance of Lust-A classic Victorian erotic novel,"it was not a mere throbbing pressure, but a long continued convulsive squeeze, as if her cunt had been seized like the jaws of the mouth with lock-jaw, and could not open.",Cunt,Jaws,
61,The Romance of Lust-A classic Victorian erotic novel,"miss frankland lay for some short time luxuriously closing in my delighted prick, but raising her body, she said— “charles, we must cease for the present.” and, pushing me away, i was forced to withdraw; but her dear cunt seemed as reluctant as myself, and held my prick so tight that i had to pull hard to draw it out, and, at last, he left with a noise like drawing a cork from a well-corked bottle.",prick,cork,
61,The Romance of Lust-A classic Victorian erotic novel,"of course, it ended in raising such a storm of desire as a fuck could only allay—she said— “my loved charlie, this must really be the last.” i told her it had so excited me to see her splendid bum before my eyes when we were on the floor that i should like to kneel behind and put it in that way.",desire,storm,
61,The Romance of Lust-A classic Victorian erotic novel,"that is something like a good boy, now we shall have no difficulty.” she began a series of less and less severe blows, until it ended in a gentle irritable titillation which very shortly began to show its effects by the stiffness of my pego—fiercely shoving against the naked thigh of my loved castigator, who, passing a hand round my body, laid hold of it, delighted to find how efficacious her proceedings had been.",boy,good,
61,The Romance of Lust-A classic Victorian erotic novel,"but lizzie urged miss f. to admit mary into the new mysteries she had just herself been taught, and said she could assure her that mary had a far more beautiful body than hers, and would like it quite as well as she did.",Mary,mysteries,
61,The Romance of Lust-A classic Victorian erotic novel,"“she will like it just as much as i do; it is so nice, you must flog me every day, dear miss frankland.",she,it,
61,The Romance of Lust-A classic Victorian erotic novel,"then we slept as only easy-conscienced people like ourselves could sleep; and, like giants refreshed by slumber, renewed our devotions on every altar before separating in the morning.",people,giants,
61,The Romance of Lust-A classic Victorian erotic novel,"two days later mary was initiated by miss frankland in a like manner to lizzie, while lizzie and i made the most of our time in the summer house.",Mary  ,Lizzie,
61,The Romance of Lust-A classic Victorian erotic novel,"she had very superior attainments—spoke french and german like a native, had sufficient knowledge of latin and greek to ground me well in them, and her knowledge of music was very superior.",she,knowledge,
61,The Romance of Lust-A classic Victorian erotic novel,"my father had left the house and grounds, and something like six hundred pounds a year in the funds, entirely to my mother as long as she remained a widow, or until her death.",father,pounds,
61,The Romance of Lust-A classic Victorian erotic novel,"here i was now the heir eventually to something like fifteen hundred pounds a year, two country houses, and a very fair house besides attached to my uncle’s house.",Heir,Inheritance,
61,The Romance of Lust-A classic Victorian erotic novel,"her power of piss was something wonderful, it was like a cataract in force and quantity, and at once made my mutinous prick stand at the mighty rush of waters that could be so plainly heard.",power,cataract,
61,The Romance of Lust-A classic Victorian erotic novel,"as she rose, and before she dropped her dress, i saw her splendid proportions of limb, the like of which had never before met my eyes.",Proportions,Like,
61,The Romance of Lust-A classic Victorian erotic novel,"“i shall now be able to birch you into something like a fit state to fuck me—and you shall birch me afterwards, if it will only produce a second fuck, back or front, whichever you like.” “you are an angel, my darling wife, and i shall try to content both orifices; it is an abominable shame that with such a gloriously made magnificent woman as god has given me in your noble form, i should ever require any other stimulant than a glance at your exquisitely exciting proportions; but i suppose it is age that weakens our sensibilities.” “you are right, my dear john, for i, who used to think your dear old cock was enough for me, find i require the excitement of younger ones to give me the real excess of pleasure my constitution demands; it would be a shame if i did not humour all your little caprices, when you so readily throw opportunities in my way.",wife,angel,
61,The Romance of Lust-A classic Victorian erotic novel,"we tore ourselves asunder with difficulty, and the three angelic creatures held their door open, and with streaming eyes watched my receding form; twice, on looking back, i could not help returning again and again to throw myself into their arms for a last loving embrace; but like all things human it came to an end, and i reached my bed and sobbed myself to sleep.",Ourselves,Tearing,
61,The Romance of Lust-A classic Victorian erotic novel,"i slept until the coach stopped for supper, ate heartily, and, as may be supposed after my late week of hard work, soon again slept like a top.",I  ,top,
61,The Romance of Lust-A classic Victorian erotic novel,"i did not awake until it was broad daylight, and, like all heavy sleepers, was awake and sensible of what was going on before opening my eyes.",sleepers,heavy,deep
61,The Romance of Lust-A classic Victorian erotic novel,"i sank on her charming bosom, panting with the force and fury of our coition, but like all very fast fucking, my virile member hardly flinched from his first vigour, and a very few of aunt’s exquisitely delicious internal pressures sufficed to bring him up to the fullest stiffness.",member,sword,
61,The Romance of Lust-A classic Victorian erotic novel,"“oh, yes, dear uncle, immensely.” “then,” said he, “as i, too, am suffering from hardness, i shall try to allay it in your bottom, as you are doing in my wife’s; don’t be afraid, if i hurt you i shall stop.” “do just as you like, dear uncle, both you and aunt are so kind as to do all you can to relieve my pain, and i should be very ungrateful if i did not do all in my power to relieve you.” “you are a darling boy, and i shall love you dearly.” he knelt behind me, and spitting on his cock, presented it at my bum-hole, and pressing gently forward, soon sheathed it to the utmost depth.",pain,hardness,
61,The Romance of Lust-A classic Victorian erotic novel,"but, as the world has chosen to brand them with its censure, men of prudence, like myself, whilst apparently conforming outwardly to such stupid prejudices, know how in secret to fully enjoy them.",men,prudence,
61,The Romance of Lust-A classic Victorian erotic novel,"“oh, how nice!” she exclaimed, “push it further in.” i advanced, and could feel the end of her womb, which appeared like three points to fingers and the thumb drawn together, and looked at endways is something like what it felt—of course, without the nails.",womb,points,
61,The Romance of Lust-A classic Victorian erotic novel,"i spent with cries more like the braying of a donkey than any other sound, and then lay like one dead on that glorious belly, with head reposing between the firm and splendid bubbies, aunt clasping me to her bosom, panting with all it had just granted.",cries,braying,
61,The Romance of Lust-A classic Victorian erotic novel,"this reawakened very quickly the sensibilities of the lecherous little thing, and awoke her to the desire to practise a like pleasure with his cock.",sensibilities,reawakened,
61,The Romance of Lust-A classic Victorian erotic novel,"to her great surprise she beheld the so lately rampant weapon drooping its head and withdrawing within its shell, while some few drops of a milky white creamy like liquid were slowly oozing from the small orifice of its head.",weapon,tortoise,
61,The Romance of Lust-A classic Victorian erotic novel,he looked like a young adonis displaying his beauties to a satyr.,he,adonis,
61,The Romance of Lust-A classic Victorian erotic novel,"i never saw the like of this in my life, i declare,” and he examined it with his eyeglass, saying more to the same effect.",this,like,
61,The Romance of Lust-A classic Victorian erotic novel,suddenly the thought occurred to him that he ought to gratify me in like manner as i had done him.,thought  ,occurrence,
61,The Romance of Lust-A classic Victorian erotic novel,"i told her it was very kind of her, but that there was no necessity for her doing so, as i always went to sleep like a top the moment i lay down.",I,top,
61,The Romance of Lust-A classic Victorian erotic novel,"lie on your back, i shall get over you in the reverse way, and while i suck this enormous jewel, whose head i can hardly get into my mouth, you shall do as you like with my notch.” “is that what you call it, dear mamma?” “that is one name, and it has many others, but you men generally call it cunt, as we call yours prick, it is just as well you should know their ordinary names, as children only call them fanny and doodle.” “prick and cunt—oh!",specified,"prick, cunt",
61,The Romance of Lust-A classic Victorian erotic novel,"she told me there was, but it was a great secret she hardly dared trust me with—and even if she could do so, she was afraid of a great long thing like _that_, three of her hands long below the head!",secret,thing,
61,The Romance of Lust-A classic Victorian erotic novel,"but this was more like a very well made first-rate kid glove, two sizes too small for your fingers, yet giving way without bursting, and fitting every irregularity of the nail or finger; just so her little cunt fitted my prick exactly like a glove, and it was truly most ecstatic.",cunt,glove,
61,The Romance of Lust-A classic Victorian erotic novel,"she would have fallen forward on her belly, but that my grip of her hips held her bottom close up to my belly, with my prick thrust into the innermost end of her cunt, until i felt the three points of the opening of her womb, like the nailless ends of three fingers grasping, as it were, the very point of my prick, and opening themselves to receive the whole discharge of my sperm within its innermost recesses.",Womb,Fingers,
61,The Romance of Lust-A classic Victorian erotic novel,"“but then, my dear charles, i never dreamt that any man, let alone a boy like you, could be so magnificently hung.",boy,hung,
61,The Romance of Lust-A classic Victorian erotic novel,"then drawing into my mouth her half-stiffened clitoris, which was then pendant like a little boy’s cock, i soon sucked it into its utmost rigidity, frigging her rich pouting cunt with two fingers, the while.",clitoris,boy,
61,The Romance of Lust-A classic Victorian erotic novel,"i threw back my head in the agony of delight, and brayed like a donkey as i had done once before when fucking the luscious frankland, and felt the three pointed entrance to her womb close upon and nibble at the point of my prick so delightfully, just as dear ellen’s had done in the wood.",I,donkey,
61,The Romance of Lust-A classic Victorian erotic novel,"fast and furious grew our movements, until, like all things human, they came to an end in a death-like agony of delight, in which my very soul seemed to take flight, and we lay all unconscious, for i don’t know how long, enjoying all those exquisite after-delights which a prick soaking in the cunt of a beautiful and lewd woman so enchantingly confers.",movements,fast,
61,The Romance of Lust-A classic Victorian erotic novel,"however, the very idea nerved me to renewed efforts, and again, and again, we rushed into all the ecstasies of passion in every form and way, especially did i gamahuche and suck up her precious balm, and in like manner she, too, sucked me until exhausted nature laid us both in the lap of morpheus.",idea,nerve,
61,The Romance of Lust-A classic Victorian erotic novel,"this so excited the dear creature that in one or two delicious wriggles on my stationary prick, and with a pressure that seemed as if it would nip it off, she spent profusely, squealing all the time like a rabbit.",Creature,Rabbit,
61,The Romance of Lust-A classic Victorian erotic novel,"“ah, my dear, how i loved to embrace my own sex at your age, our tongues acted instead of men, and i could still delight in a fine fresh one like this, it would almost reconcile me to what this bad wicked boy is doing.” “oh, that would be charming!—do let us do it at once.",tongues,men,
61,The Romance of Lust-A classic Victorian erotic novel,why should you not let me enjoy your person as much as you like charlie to do it?” she gave a start at this home thrust.,person,charlie,
61,The Romance of Lust-A classic Victorian erotic novel,"you must be very discreet, my dear harry, for if it were known it would disgrace us both for ever.’ “‘my sweet mamma, do not fear; have you ever seen anything like indiscretion in the last six weeks, although i was madly longing for you?",Harry,Discretion,
61,The Romance of Lust-A classic Victorian erotic novel,"we spent a most delicious fortnight, which passed like a day.",fortnight,day,
61,The Romance of Lust-A classic Victorian erotic novel,"she held me tight for a minute without moving, then went off like a wild _bacchante_, and uttered voluptuous bawdy expressions.",she,bacchante,
61,The Romance of Lust-A classic Victorian erotic novel,"like her lovely predecessor she was eager for more, and if it were possible our second course was superior to the first, at all events it was longer drawn out, for the previous draughts on our slackening appendages made the further delivery an effort requiring longer pumping, and thus swelled the amount of pleasure by lengthening the process before arriving at the grand final crisis.",she,predecessor,
61,The Romance of Lust-A classic Victorian erotic novel,"he, like the count, had taken a peculiar fancy for the tight young arsehole of harry dale, without altogether deserting the women, especially my sister eliza, whose delight in rear sports was supreme, and she never would be fucked but when she had a prick in each aperture, preferring mine in her cunt with either dale or maccallum operating in the rear.",he,count,
61,The Romance of Lust-A classic Victorian erotic novel,"we had no difficulty in hilting ourselves to the cods in both apertures, but so excited was the nichols that with the mere throbbings of our pricks on completely housing ourselves, she spent, squealing like a rabbit.",Nichols,Rabbit,
61,The Romance of Lust-A classic Victorian erotic novel,"he never kissed or embraced her body at any time, but lay like a log by her side, with his back turned to her.",he,log,
61,The Romance of Lust-A classic Victorian erotic novel,"we used to fuck at a tremendous rate, and i always commenced with a _“marietta, marietta, porgemi il vaso generative,”_ and then proceeded to fuck and laugh like mad.",we,porgemi,
61,The Romance of Lust-A classic Victorian erotic novel,"my wife enjoyed her dinner, and felt something like herself after it.",wife,herself,
61,The Romance of Lust-A classic Victorian erotic novel,"oh, i see we shall all be delighted.” she rose and pulled out my standing prick to show it to her husband, for like us they turned out to be a most salacious couple of married people.",Prick,Torch,
61,The Romance of Lust-A classic Victorian erotic novel,"i said that i only wanted to see the operation, as it appeared to me impossible, and i should like the two fellows to be well hung and good looking, if such she could procure.",operation,fellows,
61,The Romance of Lust-A classic Victorian erotic novel,"i had followed the lead given, the delicious big arsed de grandvit had, like her husband, a long previous wish to be so fucked, and from practice of that divine coition had no difficulty in taking in with vast pleasure my bigger prick.",grandvit,wish,
61,The Romance of Lust-A classic Victorian erotic novel,"we know how they delight in being postillioned, which shows how much they would like the real thing if they dared avow it.",they  ,postillioned,
61,The Romance of Lust-A classic Victorian erotic novel,"when once under her enchantment, i made a run over to england on some urgent matters—purposely leaving the field open—my wife completed her conquest, had had him in every way, had postillioned him, and wormed out of him that at college he had indulged in sodomitical practices with young students like himself; but knowing how prejudicial it would be to him in his profession, he had weaned himself from the habit with men, but dearly loved the _enculage_ with women, and doubly adored my wife when he found her extraordinary and exquisite talent in that way.",He,enculage,
61,The Romance of Lust-A classic Victorian erotic novel,"“oh, poor fellow,” cried my wife, “you must let this fine object (his prick) be housed in me first, and then he will less feel the introduction of your large instrument.” i immediately consented, on which he cried out in delight— “oh do what you like with me, as long as your adorable lady will permit me to possess her.” “well,” said i, “see, her cunt is reeking with your spunk, so i will first bathe my prick therein, to make it go easier into your arse.” we took up kneeling positions.",prick  ,object,
61,The Romance of Lust-A classic Victorian erotic novel,"a new prick to a woman is like a fresh cunt to a man, and for the time gives additional zest to the lust which rages in us.",prick,cunt,
61,The Romance of Lust-A classic Victorian erotic novel,his mother declared his father gave her nothing like the lascivious joys she received from his dear son.,father,nothing,
61,The Romance of Lust-A classic Victorian erotic novel,"her son had got her with child; she wept when she communicated this unfortunate result, but the count, like me, always stood fiercely at a woman’s tears.",count,fierce,
61,The Romance of Lust-A classic Victorian erotic novel,"i was too frightened, and ran off home crying all the way, and like a stupid lubberly boy, sought my mother and told her all what sister bridget had done and showed how sore she had made my cock.",boy,stupid,foolishness
61,The Romance of Lust-A classic Victorian erotic novel,"colleges in italy have schools attached for younger students like your king’s college, in london.",colleges,schools,
61,The Romance of Lust-A classic Victorian erotic novel,"he was a plump, good-looking lad, with wonderfully large buttocks, and with an arsehole which from the usher’s practice, whose cock was full grown, was so widened and sunk in that it really looked more like a vulva than an arsehole.",arsehole,vulva,
61,The Romance of Lust-A classic Victorian erotic novel,"he was a man of most lustful propensities, her mother was of a beauty most attractive and exciting to such a man, having lustrous and most lustful eyes, extraordinary wealth of hair, which when undone reached to her heels; thick and meeting eyebrows, and a well-defined moustache, all enough to drive a sensualist like her father mad.",man  ,magnet,
61,The Romance of Lust-A classic Victorian erotic novel,"i gently took it in my hand to feel it, it throbbed at the touch, and felt like a piece of wood in hardness, with a velvet covering.",it  ,piece  ,hardness
61,The Romance of Lust-A classic Victorian erotic novel,it was not like that when i put you to bed last night.,it,like,
61,The Romance of Lust-A classic Victorian erotic novel,"i should like to see it nearer.’ “i told him i should lie down on my back on the bed, and he could look as much as he pleased, but he must never tell anybody what he would see, because it was a great secret.",it,nearer,
61,The Romance of Lust-A classic Victorian erotic novel,"i like them so much, and adore you for wearing _them_, although it is not the custom, above all in the day time.",you,them,
61,The Romance of Lust-A classic Victorian erotic novel,how i should like to send you some like it also.,you  ,some,
61,The Romance of Lust-A classic Victorian erotic novel,"as much as the odour of women is repugnant to me in general, the more do i like it in you.",odour,repugnant,
61,The Romance of Lust-A classic Victorian erotic novel,"then i thought of the caresses which you would have been obliged to submit to, and at last, in consequence of your yesterday’s half sheet, so pretty at the beginning and at the end, but yet quite beside the question, and found myself engaged in the act of rubbing myself with frenzy, and of stroking myself and of frigging my prick (_la pine_) until i was exhausted, before i could discharge the merest drop; that was too much for me, and now i desire you like a mad man.",I,man,
